year,team,team_salary,wins,playoff_wins,champion,spend_tier,sport
2021,Detroit Pistons,117041599.0,20.0,0.0,False,Low,NBA
2022,Detroit Pistons,131120355.0,23.0,0.0,False,Medium,NBA
2023,Detroit Pistons,129153570.0,17.0,0.0,False,Low,NBA
2024,Detroit Pistons,139233014.0,14.0,0.0,False,Low,NBA
2015,Golden State Warriors,73611166.0,67.0,16.0,True,Medium,NBA
2016,Golden State Warriors,93669566.0,73.0,15.0,False,High,NBA
2017,Golden State Warriors,101584835.0,67.0,16.0,True,Medium,NBA
2018,Golden State Warriors,137610134.0,58.0,16.0,True,High,NBA
2019,Golden State Warriors,146291276.0,57.0,14.0,False,High,NBA
2020,Golden State Warriors,129254928.0,15.0,0.0,False,High,NBA
2021,Golden State Warriors,171105334.0,39.0,0.0,False,High,NBA
2022,Golden State Warriors,178980766.0,53.0,16.0,True,High,NBA
2023,Golden State Warriors,192386134.0,44.0,6.0,False,High,NBA
2024,Golden State Warriors,209354737.0,46.0,0.0,False,High,NBA
2015,Houston Rockets,76849302.0,56.0,9.0,False,Medium,NBA
2016,Houston Rockets,87504058.0,41.0,1.0,False,High,NBA
2017,Houston Rockets,90956067.0,55.0,6.0,False,Low,NBA
2018,Houston Rockets,119905532.0,65.0,11.0,False,High,NBA
2019,Houston Rockets,126474100.0,53.0,6.0,False,High,NBA
2020,Houston Rockets,128109922.0,44.0,5.0,False,Medium,NBA
2021,Houston Rockets,131784255.0,17.0,0.0,False,Medium,NBA
2022,Houston Rockets,132267085.0,20.0,0.0,False,Medium,NBA
2023,Houston Rockets,137579793.0,22.0,0.0,False,Low,NBA
2024,Houston Rockets,149356730.0,41.0,0.0,False,Low,NBA
2015,Indiana Pacers,74793526.0,38.0,0.0,False,Medium,NBA
2016,Indiana Pacers,71605233.0,45.0,3.0,False,Low,NBA
2017,Indiana Pacers,90279072.0,42.0,0.0,False,Low,NBA
2018,Indiana Pacers,95271736.0,48.0,3.0,False,Low,NBA
2019,Indiana Pacers,110724804.0,48.0,0.0,False,Low,NBA
2020,Indiana Pacers,112872260.0,45.0,0.0,False,Low,NBA
2021,Indiana Pacers,130237102.0,34.0,0.0,False,Medium,NBA
2022,Indiana Pacers,138181486.0,25.0,0.0,False,Medium,NBA
2023,Indiana Pacers,125706114.0,35.0,0.0,False,Low,NBA
2024,Indiana Pacers,148722330.0,47.0,8.0,False,Low,NBA
2015,Los Angeles Clippers,85259447.0,56.0,7.0,False,High,NBA
2016,Los Angeles Clippers,97019321.0,53.0,2.0,False,High,NBA
2017,Los Angeles Clippers,114756766.0,51.0,3.0,False,High,NBA
2018,Los Angeles Clippers,119093010.0,42.0,0.0,False,Medium,NBA
2019,Los Angeles Clippers,118026816.0,48.0,2.0,False,Medium,NBA
2020,Los Angeles Clippers,131506341.0,49.0,7.0,False,High,NBA
2021,Los Angeles Clippers,139722606.0,47.0,10.0,False,High,NBA
2022,Los Angeles Clippers,168378382.0,42.0,0.0,False,High,NBA
2023,Los Angeles Clippers,192905421.0,44.0,1.0,False,High,NBA
2024,Los Angeles Clippers,201366679.0,51.0,2.0,False,High,NBA
2015,Los Angeles Lakers,77546500.0,21.0,0.0,False,Medium,NBA
2016,Los Angeles Lakers,72694352.0,17.0,0.0,False,Medium,NBA
2017,Los Angeles Lakers,94781848.0,26.0,0.0,False,Medium,NBA
2018,Los Angeles Lakers,103126557.0,35.0,0.0,False,Medium,NBA
2019,Los Angeles Lakers,107225482.0,37.0,0.0,False,Low,NBA
2020,Los Angeles Lakers,123971686.0,52.0,16.0,True,Medium,NBA
2021,Los Angeles Lakers,139334713.0,42.0,2.0,False,High,NBA
2022,Los Angeles Lakers,164409293.0,33.0,0.0,False,High,NBA
2023,Los Angeles Lakers,169391473.0,43.0,8.0,False,High,NBA
2024,Los Angeles Lakers,169876920.0,47.0,1.0,False,High,NBA
2015,Memphis Grizzlies,75158730.0,55.0,6.0,False,Medium,NBA
2016,Memphis Grizzlies,83223881.0,42.0,0.0,False,Medium,NBA
2017,Memphis Grizzlies,110083520.0,43.0,2.0,False,High,NBA
2018,Memphis Grizzlies,110700149.0,22.0,0.0,False,Medium,NBA
2019,Memphis Grizzlies,125188633.0,33.0,0.0,False,Medium,NBA
2020,Memphis Grizzlies,98495848.0,34.0,0.0,False,Low,NBA
2021,Memphis Grizzlies,132022601.0,38.0,1.0,False,Medium,NBA
2022,Memphis Grizzlies,117284457.0,56.0,6.0,False,Low,NBA
2023,Memphis Grizzlies,127139520.0,51.0,2.0,False,Low,NBA
2024,Memphis Grizzlies,162649524.0,27.0,0.0,False,Medium,NBA
2015,Miami Heat,82413041.0,37.0,0.0,False,High,NBA
2016,Miami Heat,85764781.0,48.0,7.0,False,High,NBA
2017,Miami Heat,100740770.0,41.0,0.0,False,Medium,NBA
2018,Miami Heat,133624374.0,44.0,1.0,False,High,NBA
2019,Miami Heat,153171497.0,39.0,0.0,False,High,NBA
2020,Miami Heat,129867871.0,44.0,14.0,False,High,NBA
2021,Miami Heat,134731235.0,40.0,0.0,False,High,NBA
2022,Miami Heat,140840240.0,53.0,11.0,False,High,NBA
2023,Miami Heat,151408266.0,44.0,13.0,False,Medium,NBA
2024,Miami Heat,177143542.0,46.0,1.0,False,High,NBA
2015,Milwaukee Bucks,61153275.0,41.0,2.0,False,Low,NBA
2016,Milwaukee Bucks,73843541.0,33.0,0.0,False,Medium,NBA
2017,Milwaukee Bucks,96245877.0,42.0,2.0,False,Medium,NBA
2018,Milwaukee Bucks,120521249.0,44.0,3.0,False,High,NBA
2019,Milwaukee Bucks,130988604.0,60.0,10.0,False,High,NBA
2020,Milwaukee Bucks,122612183.0,56.0,5.0,False,Medium,NBA
2021,Milwaukee Bucks,136623929.0,46.0,16.0,True,High,NBA
2022,Milwaukee Bucks,160875421.0,51.0,7.0,False,High,NBA
2023,Milwaukee Bucks,182930771.0,58.0,1.0,False,High,NBA
2024,Milwaukee Bucks,187346674.0,49.0,2.0,False,High,NBA
2015,Minnesota Timberwolves,69378954.0,16.0,0.0,False,Medium,NBA
2016,Minnesota Timberwolves,72287243.0,29.0,0.0,False,Medium,NBA
2017,Minnesota Timberwolves,83527580.0,31.0,0.0,False,Low,NBA
2018,Minnesota Timberwolves,116075131.0,47.0,1.0,False,Medium,NBA
2019,Minnesota Timberwolves,121962221.0,36.0,0.0,False,Medium,NBA
2020,Minnesota Timberwolves,114202982.0,19.0,0.0,False,Medium,NBA
2021,Minnesota Timberwolves,130334934.0,23.0,0.0,False,Medium,NBA
2022,Minnesota Timberwolves,137432702.0,46.0,2.0,False,Medium,NBA
2023,Minnesota Timberwolves,145793656.0,42.0,1.0,False,Medium,NBA
2024,Minnesota Timberwolves,166434327.0,56.0,9.0,False,Medium,NBA
2015,New Orleans Pelicans,80012866.0,45.0,0.0,False,Medium,NBA
2016,New Orleans Pelicans,83709371.0,30.0,0.0,False,Medium,NBA
2017,New Orleans Pelicans,101616451.0,34.0,0.0,False,Medium,NBA
2018,New Orleans Pelicans,120814452.0,48.0,5.0,False,High,NBA
2019,New Orleans Pelicans,116052756.0,33.0,0.0,False,Medium,NBA
2020,New Orleans Pelicans,117868297.0,30.0,0.0,False,Medium,NBA
2021,New Orleans Pelicans,133901495.0,31.0,0.0,False,Medium,NBA
2022,New Orleans Pelicans,135793968.0,36.0,2.0,False,Medium,NBA
2023,New Orleans Pelicans,148360910.0,42.0,0.0,False,Medium,NBA
2024,New Orleans Pelicans,167403924.0,49.0,0.0,False,Medium,NBA
2015,New York Knicks,81369219.0,17.0,0.0,False,High,NBA
2016,New York Knicks,74237021.0,32.0,0.0,False,Medium,NBA
2017,New York Knicks,102593418.0,31.0,0.0,False,Medium,NBA
2018,New York Knicks,105403130.0,29.0,0.0,False,Medium,NBA
2019,New York Knicks,123387454.0,17.0,0.0,False,Medium,NBA
2020,New York Knicks,100232129.0,21.0,0.0,False,Low,NBA
2021,New York Knicks,102137151.0,41.0,1.0,False,Low,NBA
2022,New York Knicks,120644081.0,37.0,0.0,False,Low,NBA
2023,New York Knicks,148987936.0,47.0,6.0,False,Medium,NBA
2024,New York Knicks,164990518.0,50.0,7.0,False,Medium,NBA
2015,Oklahoma City Thunder,80408520.0,45.0,0.0,False,Medium,NBA
2016,Oklahoma City Thunder,95708387.0,55.0,11.0,False,High,NBA
2017,Oklahoma City Thunder,91230089.0,47.0,1.0,False,Medium,NBA
2018,Oklahoma City Thunder,134534640.0,48.0,2.0,False,High,NBA
2019,Oklahoma City Thunder,144916427.0,49.0,1.0,False,High,NBA
2020,Oklahoma City Thunder,132017938.0,44.0,3.0,False,High,NBA
2021,Oklahoma City Thunder,95774839.0,22.0,0.0,False,Low,NBA
2022,Oklahoma City Thunder,82022873.0,24.0,0.0,False,Low,NBA
2023,Oklahoma City Thunder,148856338.0,40.0,0.0,False,Medium,NBA
2024,Oklahoma City Thunder,162515272.0,57.0,6.0,False,Medium,NBA
2015,Orlando Magic,59629210.0,25.0,0.0,False,Low,NBA
2016,Orlando Magic,63199651.0,35.0,0.0,False,Low,NBA
2017,Orlando Magic,104096951.0,29.0,0.0,False,High,NBA
2018,Orlando Magic,98700258.0,25.0,0.0,False,Low,NBA
2019,Orlando Magic,114394213.0,42.0,1.0,False,Medium,NBA
2020,Orlando Magic,126095610.0,33.0,1.0,False,Medium,NBA
2021,Orlando Magic,121739163.0,21.0,0.0,False,Low,NBA
2022,Orlando Magic,126786646.0,22.0,0.0,False,Low,NBA
2023,Orlando Magic,126107324.0,34.0,0.0,False,Low,NBA
2024,Orlando Magic,132643598.0,47.0,3.0,False,Low,NBA
2015,Philadelphia 76ers,54355571.0,18.0,0.0,False,Low,NBA
2016,Philadelphia 76ers,64583220.0,10.0,0.0,False,Low,NBA
2017,Philadelphia 76ers,84775343.0,28.0,0.0,False,Low,NBA
2018,Philadelphia 76ers,100797386.0,52.0,5.0,False,Medium,NBA
2019,Philadelphia 76ers,115127167.0,51.0,7.0,False,Medium,NBA
2020,Philadelphia 76ers,129912339.0,43.0,0.0,False,High,NBA
2021,Philadelphia 76ers,147825311.0,49.0,7.0,False,High,NBA
2022,Philadelphia 76ers,148922969.0,51.0,6.0,False,High,NBA
2023,Philadelphia 76ers,150496913.0,54.0,7.0,False,Medium,NBA
2024,Philadelphia 76ers,166271894.0,47.0,2.0,False,Medium,NBA
2015,Phoenix Suns,65336172.0,39.0,0.0,False,Low,NBA
2016,Phoenix Suns,68095365.0,23.0,0.0,False,Low,NBA
2017,Phoenix Suns,89754590.0,24.0,0.0,False,Low,NBA
2018,Phoenix Suns,92684083.0,21.0,0.0,False,Low,NBA
2019,Phoenix Suns,108692835.0,19.0,0.0,False,Low,NBA
2020,Phoenix Suns,98539675.0,34.0,0.0,False,Low,NBA
2021,Phoenix Suns,128858241.0,51.0,14.0,False,Medium,NBA
2022,Phoenix Suns,136476474.0,64.0,7.0,False,Medium,NBA
2023,Phoenix Suns,176042453.0,45.0,6.0,False,High,NBA
2024,Phoenix Suns,193838882.0,49.0,0.0,False,High,NBA
2015,Portland Trail Blazers,84336174.0,51.0,1.0,False,High,NBA
2016,Portland Trail Blazers,61685814.0,44.0,5.0,False,Low,NBA
2017,Portland Trail Blazers,119732234.0,41.0,0.0,False,High,NBA
2018,Portland Trail Blazers,118708146.0,49.0,0.0,False,Medium,NBA
2019,Portland Trail Blazers,130256600.0,53.0,8.0,False,High,NBA
2020,Portland Trail Blazers,131979953.0,35.0,1.0,False,High,NBA
2021,Portland Trail Blazers,131904647.0,42.0,2.0,False,Medium,NBA
2022,Portland Trail Blazers,124788473.0,27.0,0.0,False,Low,NBA
2023,Portland Trail Blazers,144997250.0,33.0,0.0,False,Medium,NBA
2024,Portland Trail Blazers,165263993.0,21.0,0.0,False,Medium,NBA
2015,Sacramento Kings,73379071.0,29.0,0.0,False,Medium,NBA
2016,Sacramento Kings,70610560.0,33.0,0.0,False,Low,NBA
2017,Sacramento Kings,95596327.0,32.0,0.0,False,Medium,NBA
2018,Sacramento Kings,99587185.0,27.0,0.0,False,Low,NBA
2019,Sacramento Kings,101466920.0,39.0,0.0,False,Low,NBA
2020,Sacramento Kings,113796966.0,31.0,0.0,False,Medium,NBA
2021,Sacramento Kings,106847430.0,31.0,0.0,False,Low,NBA
2022,Sacramento Kings,130457848.0,30.0,0.0,False,Medium,NBA
2023,Sacramento Kings,139423615.0,48.0,3.0,False,Low,NBA
2024,Sacramento Kings,153564021.0,46.0,0.0,False,Medium,NBA
2015,San Antonio Spurs,70770209.0,55.0,3.0,False,Medium,NBA
2016,San Antonio Spurs,87832839.0,67.0,6.0,False,High,NBA
2017,San Antonio Spurs,112017779.0,61.0,8.0,False,High,NBA
2018,San Antonio Spurs,114633844.0,47.0,1.0,False,Medium,NBA
2019,San Antonio Spurs,121588790.0,48.0,3.0,False,Medium,NBA
2020,San Antonio Spurs,119217331.0,32.0,0.0,False,Medium,NBA
2021,San Antonio Spurs,129537825.0,33.0,0.0,False,Medium,NBA
2022,San Antonio Spurs,127655401.0,34.0,0.0,False,Low,NBA
2023,San Antonio Spurs,104545376.0,22.0,0.0,False,Low,NBA
2024,San Antonio Spurs,142867770.0,22.0,0.0,False,Low,NBA
2015,Toronto Raptors,81317963.0,49.0,0.0,False,High,NBA
2016,Toronto Raptors,71591189.0,56.0,10.0,False,Low,NBA
2017,Toronto Raptors,108599970.0,51.0,4.0,False,High,NBA
2018,Toronto Raptors,116929373.0,59.0,4.0,False,Medium,NBA
2019,Toronto Raptors,137793831.0,58.0,16.0,True,High,NBA
2020,Toronto Raptors,122463495.0,53.0,7.0,False,Medium,NBA
2021,Toronto Raptors,129131910.0,27.0,0.0,False,Medium,NBA
2022,Toronto Raptors,134896484.0,48.0,2.0,False,Medium,NBA
2023,Toronto Raptors,150992313.0,41.0,0.0,False,Medium,NBA
2024,Toronto Raptors,163054678.0,25.0,0.0,False,Medium,NBA
2015,Utah Jazz,60847538.0,38.0,0.0,False,Low,NBA
2016,Utah Jazz,63608425.0,40.0,0.0,False,Low,NBA
2017,Utah Jazz,80138192.0,51.0,4.0,False,Low,NBA
2018,Utah Jazz,105606838.0,48.0,5.0,False,Medium,NBA
2019,Utah Jazz,113826156.0,50.0,1.0,False,Low,NBA
2020,Utah Jazz,118910311.0,44.0,3.0,False,Medium,NBA
2021,Utah Jazz,136881324.0,52.0,6.0,False,High,NBA
2022,Utah Jazz,149760719.0,49.0,2.0,False,High,NBA
2023,Utah Jazz,148738241.0,37.0,0.0,False,Medium,NBA
2024,Utah Jazz,133738448.0,31.0,0.0,False,Low,NBA
2015,Washington Wizards,73372974.0,46.0,6.0,False,Medium,NBA
2016,Washington Wizards,85055155.0,41.0,0.0,False,Medium,NBA
2017,Washington Wizards,104016580.0,49.0,7.0,False,Medium,NBA
2018,Washington Wizards,123306396.0,43.0,2.0,False,High,NBA
2019,Washington Wizards,123747588.0,32.0,0.0,False,Medium,NBA
2020,Washington Wizards,121296256.0,25.0,0.0,False,Medium,NBA
2021,Washington Wizards,131294012.0,34.0,1.0,False,Medium,NBA
2022,Washington Wizards,128019790.0,35.0,0.0,False,Medium,NBA
2023,Washington Wizards,152008934.0,35.0,0.0,False,Medium,NBA
2024,Washington Wizards,150856313.0,15.0,0.0,False,Low,NBA
2015,Arizona Cardinals,131218836.0,13.0,1.0,False,Low,NFL
2016,Arizona Cardinals,140324982.0,7.0,0.0,False,Medium,NFL
2017,Arizona Cardinals,158023046.0,8.0,0.0,False,Medium,NFL
2018,Arizona Cardinals,125177903.0,3.0,0.0,False,Low,NFL
2019,Arizona Cardinals,137308712.0,5.0,0.0,False,Low,NFL
2020,Arizona Cardinals,173667333.0,8.0,0.0,False,Medium,NFL
2021,Arizona Cardinals,171892340.0,11.0,0.0,False,Medium,NFL
2022,Arizona Cardinals,174432925.0,4.0,0.0,False,Medium,NFL
2023,Arizona Cardinals,143744371.0,4.0,0.0,False,Medium,NFL
2024,Arizona Cardinals,218266066.0,8.0,0.0,False,High,NFL
2015,Atlanta Falcons,108520570.0,8.0,0.0,False,Low,NFL
2016,Atlanta Falcons,122649312.0,11.0,2.0,False,Low,NFL
2017,Atlanta Falcons,151597067.0,10.0,1.0,False,Medium,NFL
2018,Atlanta Falcons,159287013.0,7.0,0.0,False,Medium,NFL
2019,Atlanta Falcons,161024894.0,7.0,0.0,False,Medium,NFL
2020,Atlanta Falcons,167116931.0,4.0,0.0,False,Medium,NFL
2021,Atlanta Falcons,151177180.0,7.0,0.0,False,Medium,NFL
2022,Atlanta Falcons,111860681.0,7.0,0.0,False,Low,NFL
2023,Atlanta Falcons,188666646.0,7.0,0.0,False,High,NFL
2024,Atlanta Falcons,229058695.0,8.0,0.0,False,High,NFL
2015,Baltimore Ravens,112456932.0,5.0,0.0,False,Low,NFL
2016,Baltimore Ravens,127860169.0,8.0,0.0,False,Low,NFL
2017,Baltimore Ravens,129380646.0,9.0,0.0,False,Low,NFL
2018,Baltimore Ravens,145974262.0,10.0,0.0,False,Medium,NFL
2019,Baltimore Ravens,146182572.0,14.0,0.0,False,Medium,NFL
2020,Baltimore Ravens,159453460.0,11.0,1.0,False,Medium,NFL
2021,Baltimore Ravens,152787365.0,8.0,0.0,False,Medium,NFL
2022,Baltimore Ravens,168977134.0,10.0,0.0,False,Medium,NFL
2023,Baltimore Ravens,193711951.0,13.0,1.0,False,High,NFL
2024,Baltimore Ravens,216598650.0,12.0,1.0,False,High,NFL
2015,Buffalo Bills,119003502.0,8.0,0.0,False,Low,NFL
2016,Buffalo Bills,128895117.0,7.0,0.0,False,Low,NFL
2017,Buffalo Bills,119799344.0,9.0,0.0,False,Low,NFL
2018,Buffalo Bills,105772018.0,6.0,0.0,False,Low,NFL
2019,Buffalo Bills,150235058.0,10.0,0.0,False,Medium,NFL
2020,Buffalo Bills,203489909.0,13.0,2.0,False,High,NFL
2021,Buffalo Bills,173774776.0,11.0,1.0,False,Medium,NFL
2022,Buffalo Bills,177456742.0,13.0,1.0,False,High,NFL
2023,Buffalo Bills,209700991.0,11.0,1.0,False,High,NFL
2024,Buffalo Bills,171892715.0,13.0,2.0,False,Medium,NFL
2015,Carolina Panthers,121427391.0,15.0,2.0,False,Low,NFL
2016,Carolina Panthers,117559605.0,6.0,0.0,False,Low,NFL
2017,Carolina Panthers,156763630.0,11.0,0.0,False,Medium,NFL
2018,Carolina Panthers,161637265.0,7.0,0.0,False,Medium,NFL
2019,Carolina Panthers,158632025.0,5.0,0.0,False,Medium,NFL
2020,Carolina Panthers,147243456.0,5.0,0.0,False,Medium,NFL
2021,Carolina Panthers,126588363.0,5.0,0.0,False,Low,NFL
2022,Carolina Panthers,143455483.0,7.0,0.0,False,Medium,NFL
2023,Carolina Panthers,165672897.0,2.0,0.0,False,Medium,NFL
2024,Carolina Panthers,180704029.0,5.0,0.0,False,High,NFL
2015,Chicago Bears,109307516.0,6.0,0.0,False,Low,NFL
2016,Chicago Bears,134129778.0,3.0,0.0,False,Low,NFL
2017,Chicago Bears,149609858.0,5.0,0.0,False,Medium,NFL
2018,Chicago Bears,159437976.0,12.0,0.0,False,Medium,NFL
2019,Chicago Bears,166245446.0,8.0,0.0,False,Medium,NFL
2020,Chicago Bears,182408029.0,8.0,0.0,False,High,NFL
2021,Chicago Bears,159751086.0,6.0,0.0,False,Medium,NFL
2022,Chicago Bears,106329716.0,3.0,0.0,False,Low,NFL
2023,Chicago Bears,181962535.0,7.0,0.0,False,High,NFL
2024,Chicago Bears,216960641.0,5.0,0.0,False,High,NFL
2015,Cincinnati Bengals,134450646.0,12.0,0.0,False,Low,NFL
2016,Cincinnati Bengals,148856115.0,6.0,0.0,False,Medium,NFL
2017,Cincinnati Bengals,153703361.0,7.0,0.0,False,Medium,NFL
2018,Cincinnati Bengals,169003479.0,6.0,0.0,False,Medium,NFL
2019,Cincinnati Bengals,164673918.0,2.0,0.0,False,Medium,NFL
2020,Cincinnati Bengals,172822819.0,4.0,0.0,False,Medium,NFL
2021,Cincinnati Bengals,171015317.0,10.0,3.0,False,Medium,NFL
2022,Cincinnati Bengals,192486018.0,12.0,2.0,False,High,NFL
2023,Cincinnati Bengals,208832355.0,9.0,0.0,False,High,NFL
2024,Cincinnati Bengals,242252179.0,9.0,0.0,False,High,NFL
2015,Cleveland Browns,130915331.0,3.0,0.0,False,Low,NFL
2016,Cleveland Browns,91648306.0,1.0,0.0,False,Low,NFL
2017,Cleveland Browns,104137062.0,0.0,0.0,False,Low,NFL
2018,Cleveland Browns,154452321.0,7.0,0.0,False,Medium,NFL
2019,Cleveland Browns,180675285.0,6.0,0.0,False,High,NFL
2020,Cleveland Browns,179423686.0,11.0,1.0,False,High,NFL
2021,Cleveland Browns,171058306.0,8.0,0.0,False,Medium,NFL
2022,Cleveland Browns,147591607.0,7.0,0.0,False,Medium,NFL
2023,Cleveland Browns,191343507.0,11.0,0.0,False,High,NFL
2024,Cleveland Browns,199845879.0,3.0,0.0,False,High,NFL
2015,Dallas Cowboys,120247770.0,4.0,0.0,False,Low,NFL
2016,Dallas Cowboys,144089272.0,13.0,0.0,False,Medium,NFL
2017,Dallas Cowboys,125698908.0,9.0,0.0,False,Low,NFL
2018,Dallas Cowboys,137337242.0,10.0,1.0,False,Low,NFL
2019,Dallas Cowboys,165043103.0,8.0,0.0,False,Medium,NFL
2020,Dallas Cowboys,162133209.0,6.0,0.0,False,Medium,NFL
2021,Dallas Cowboys,174904196.0,12.0,0.0,False,High,NFL
2022,Dallas Cowboys,178257495.0,12.0,1.0,False,High,NFL
2023,Dallas Cowboys,198204935.0,12.0,0.0,False,High,NFL
2024,Dallas Cowboys,204818460.0,7.0,0.0,False,High,NFL
2015,Denver Broncos,136438084.0,12.0,3.0,True,Low,NFL
2016,Denver Broncos,130656545.0,9.0,0.0,False,Low,NFL
2017,Denver Broncos,147548265.0,5.0,0.0,False,Medium,NFL
2018,Denver Broncos,149897766.0,6.0,0.0,False,Medium,NFL
2019,Denver Broncos,140381429.0,7.0,0.0,False,Medium,NFL
2020,Denver Broncos,164924386.0,5.0,0.0,False,Medium,NFL
2021,Denver Broncos,144390586.0,7.0,0.0,False,Medium,NFL
2022,Denver Broncos,169741412.0,5.0,0.0,False,Medium,NFL
2023,Denver Broncos,194095131.0,8.0,0.0,False,High,NFL
2024,Denver Broncos,158452339.0,10.0,0.0,False,Medium,NFL
2015,Detroit Lions,119246851.0,7.0,0.0,False,Low,NFL
2016,Detroit Lions,118817285.0,9.0,0.0,False,Low,NFL
2017,Detroit Lions,140754876.0,9.0,0.0,False,Medium,NFL
2018,Detroit Lions,142673597.0,6.0,0.0,False,Medium,NFL
2019,Detroit Lions,154220201.0,3.0,0.0,False,Medium,NFL
2020,Detroit Lions,166624148.0,5.0,0.0,False,Medium,NFL
2021,Detroit Lions,125884824.0,3.0,0.0,False,Low,NFL
2022,Detroit Lions,175995372.0,9.0,0.0,False,High,NFL
2023,Detroit Lions,189220696.0,12.0,2.0,False,High,NFL
2024,Detroit Lions,188121223.0,15.0,0.0,False,High,NFL
2015,Green Bay Packers,131747904.0,10.0,1.0,False,Low,NFL
2016,Green Bay Packers,145967080.0,10.0,2.0,False,Medium,NFL
2017,Green Bay Packers,151747406.0,7.0,0.0,False,Medium,NFL
2018,Green Bay Packers,155171510.0,6.0,0.0,False,Medium,NFL
2019,Green Bay Packers,165847677.0,13.0,1.0,False,Medium,NFL
2020,Green Bay Packers,188425509.0,13.0,1.0,False,High,NFL
2021,Green Bay Packers,166720755.0,13.0,0.0,False,Medium,NFL
2022,Green Bay Packers,175563269.0,8.0,0.0,False,High,NFL
2023,Green Bay Packers,149025227.0,9.0,1.0,False,Medium,NFL
2024,Green Bay Packers,183453049.0,11.0,0.0,False,High,NFL
2015,Houston Texans,121998266.0,9.0,0.0,False,Low,NFL
2016,Houston Texans,138742413.0,9.0,1.0,False,Medium,NFL
2017,Houston Texans,141720112.0,4.0,0.0,False,Medium,NFL
2018,Houston Texans,156758593.0,11.0,0.0,False,Medium,NFL
2019,Houston Texans,162056713.0,10.0,1.0,False,Medium,NFL
2020,Houston Texans,177696377.0,4.0,0.0,False,High,NFL
2021,Houston Texans,134016803.0,4.0,0.0,False,Low,NFL
2022,Houston Texans,128184123.0,3.0,0.0,False,Low,NFL
2023,Houston Texans,170234877.0,10.0,1.0,False,Medium,NFL
2024,Houston Texans,204101083.0,10.0,1.0,False,High,NFL
2015,Indianapolis Colts,125356107.0,8.0,0.0,False,Low,NFL
2016,Indianapolis Colts,128723431.0,8.0,0.0,False,Low,NFL
2017,Indianapolis Colts,125940369.0,4.0,0.0,False,Low,NFL
2018,Indianapolis Colts,126374471.0,10.0,1.0,False,Low,NFL
2019,Indianapolis Colts,162892310.0,7.0,0.0,False,Medium,NFL
2020,Indianapolis Colts,211646892.0,11.0,0.0,False,High,NFL
2021,Indianapolis Colts,177467219.0,9.0,0.0,False,High,NFL
2022,Indianapolis Colts,185688356.0,4.0,0.0,False,High,NFL
2023,Indianapolis Colts,167333228.0,9.0,0.0,False,Medium,NFL
2024,Indianapolis Colts,225622749.0,8.0,0.0,False,High,NFL
2015,Jacksonville Jaguars,125664955.0,5.0,0.0,False,Low,NFL
2016,Jacksonville Jaguars,143207307.0,3.0,0.0,False,Medium,NFL
2017,Jacksonville Jaguars,156865431.0,10.0,2.0,False,Medium,NFL
2018,Jacksonville Jaguars,175004837.0,5.0,0.0,False,High,NFL
2019,Jacksonville Jaguars,152420728.0,6.0,0.0,False,Medium,NFL
2020,Jacksonville Jaguars,125519334.0,1.0,0.0,False,Low,NFL
2021,Jacksonville Jaguars,153669284.0,3.0,0.0,False,Medium,NFL
2022,Jacksonville Jaguars,194255367.0,9.0,1.0,False,High,NFL
2023,Jacksonville Jaguars,203099650.0,9.0,0.0,False,High,NFL
2024,Jacksonville Jaguars,194503527.0,4.0,0.0,False,High,NFL
2015,Kansas City Chiefs,115013610.0,11.0,1.0,False,Low,NFL
2016,Kansas City Chiefs,130993530.0,12.0,0.0,False,Low,NFL
2017,Kansas City Chiefs,144107958.0,10.0,0.0,False,Medium,NFL
2018,Kansas City Chiefs,149170349.0,12.0,1.0,False,Medium,NFL
2019,Kansas City Chiefs,142780619.0,12.0,3.0,True,Medium,NFL
2020,Kansas City Chiefs,196765342.0,14.0,2.0,False,High,NFL
2021,Kansas City Chiefs,162564080.0,12.0,2.0,False,Medium,NFL
2022,Kansas City Chiefs,183800566.0,14.0,3.0,True,High,NFL
2023,Kansas City Chiefs,197380989.0,11.0,4.0,True,High,NFL
2024,Kansas City Chiefs,230052906.0,15.0,2.0,False,High,NFL
2015,Las Vegas Raiders,109471930.0,,0.0,False,Low,NFL
2016,Las Vegas Raiders,140475554.0,,0.0,False,Medium,NFL
2017,Las Vegas Raiders,152954649.0,,0.0,False,Medium,NFL
2018,Las Vegas Raiders,147153310.0,,0.0,False,Medium,NFL
2019,Las Vegas Raiders,149602563.0,,0.0,False,Medium,NFL
2020,Las Vegas Raiders,203307347.0,8.0,0.0,False,High,NFL
2021,Las Vegas Raiders,147812490.0,10.0,0.0,False,Medium,NFL
2022,Las Vegas Raiders,140812437.0,6.0,0.0,False,Medium,NFL
2023,Las Vegas Raiders,159497292.0,8.0,0.0,False,Medium,NFL
2024,Las Vegas Raiders,167320980.0,4.0,0.0,False,Medium,NFL
2015,Los Angeles Chargers,118695875.0,,0.0,False,Low,NFL
2016,Los Angeles Chargers,140149243.0,,0.0,False,Medium,NFL
2017,Los Angeles Chargers,137261946.0,9.0,0.0,False,Low,NFL
2018,Los Angeles Chargers,160660166.0,12.0,1.0,False,Medium,NFL
2019,Los Angeles Chargers,172594220.0,5.0,0.0,False,Medium,NFL
2020,Los Angeles Chargers,179738105.0,7.0,0.0,False,High,NFL
2021,Los Angeles Chargers,175574345.0,9.0,0.0,False,High,NFL
